label;clean_tweet;Hash Words
0;privileg white boy write men right sugarco fight freedom enlighten men fetish waronwomen dickhead;#waronwomen #dickhead
0;best pa india host 2023 cricket world cup compar ground spectat adveis open ceremoni rain manag schedul venu fan suppo enough put ecb shame shameonicc bcci;#shameonicc #bcci
0;mani peopl johnson promis alreadi go problem win turn prize borisjohnsonshouldnotbepm;#borisjohnsonshouldnotbepm
0;know syphili red mao billclinton rapist hillaryclinton rapistenabl orangemanbad;#billclinton #rapist #hillaryclinton #rapistenabler #orangemanbad
1;priceless reliv old memori son melania fucktrump;#fucktrump
0;one lowbrow bit murder politician readi will see peopl sacrif slaughter sake idea whether good one bad one henrymil american writer die onthisday 1980 losangel california literarur;#murderer, #politician, #idea, #henrymiller #american #writer #died #onthisday #losangele #california #literarure
0;norway fucktrump;#fucktrump
1;douchebag day trend fact;#douchebag
0;hey love india cc dhonikeepstheglov balidaanbadg dhonikesaathdesh balidanbadg;#dhonikeepstheglove #balidaanbadge #dhonikesaathdesh #balidanbadge
1;donniey say mean let babi trump blimp fli let thousand protest line street london youdonni disgrac trumpisadisgrac trumpisacrimin trumpisatraitor;#trumpisadisgrace #trumpisacriminal #trumpisatraitor
1;advic patriot let u make happen shameonicc worldcup2019;#shameonicc #worldcup2019
1;miss presid like sma well spoken educ understood govern work collud foreign countri win elect trumpisatraitor trumpisanationalsecuritythreat trumpsaninternationaldisgrac;#trumpisatraitor #trumpisanationalsecuritythreat #trumpsaninternationaldisgrace
0;idiottrump forget impoant rule make quot real peopl trumpsaninternationaldisgrac;#idiottrump #trumpsaninternationaldisgrace
0;johnmccainday fucktrump donald trump bihday johnmccainday twitter;#johnmccainday #fucktrump #johnmccainday
0;r sen west bengal protest still hu doctorsagainstassualt doctorsfightback;#doctors_against_assualt #doctorsfightback
0;put gop tough spot remark foreign di trumpisatraitor trumprussiacollus putinspuppet;#trumpisatraitor #trumprussiacollusion #putinspuppet
1;respons issu must prosecut includ trump penni mcconnel other lock overcrowd filthi lous infect food water heat person item bed etc;No hashtags
0;urg everi indian send mail icc enquiri imag ask cannot keep logo glove dhonikeeptheglov dhonikeepstheglov;#dhonikeeptheglove #dhonikeepstheglove
0;pleas boycott huawei boycotthuawei boycottchina uyghurgenocid;#boycotthuawei #boycottchina #uyghurgenocide
0;doctorsfightback doctor across telangana ap bengaldoctorsstrik unitedforacaus savedoctor savehuman;#doctorsfightback #bengaldoctorsstrike #unitedforacause #savedoctors #savehumanity
0;unfoun man pm puppetpm tabdeelikisuicid imranhataomulkbachao;#puppetpm #tabdeelikisuicide #imranhataomulkbachao
0;someon tri reeeealli hard get job laugh loud trumpisatraitor shsli shsliesalot happyjohnmccainday happi johnmccainday;#trumpisatraitor #shslies #shsliesalot #happyjohnmccainday #happy #johnmccainday
0;take refer borisjohnsonshouldnotbepm;#borisjohnsonshouldnotbepm
0;go donat blood today save lot peopl today donateblood donat worldblooddonorday nbafin fridaymotiv fridayfeel shameonicc wethenoh instagramdown savebeng scosummit2019;#donateblood #donate #worldblooddonorday #nbafinals #fridaymotivation #fridayfeeling #shameonicc #wethenoh #instagramdown #savebengal #scosummit2019
1;trumpisatraitor trust countri allow continu held account votebluetosaveamerica;#trumpisatraitor #votebluetosaveamerica
0;trump assail say would take campaign help russia resist resisttrump fucktrump;#resist #resisttrump #fucktrump
0;dummi pressur campaign get warm cannot wait retali woman trader display soldier iranian tv p gotten di trump hope russian everyon heard talk phone dickhead;#dummy. #dickhead
0;happi bihday hope enjoy day go last free man trumpisatraitor jail time wait lockhimup;#trumpisatraitor #lockhimup
0;embassi worldwid defi trump fli pride flag without permiss got love fucktrump attitud;#fucktrump
0;china russia noh korea style propaganda video thank command trump trumpsaninternationaldisgrac trump trumprussia trumpisatraitor;#trumpsaninternationaldisgrace #trump #trumprussia #trumpisatraitor
0;great pmimrankhan prove play card dictatorship firstli asifalizardari hamzashehbaz pm make good use nab knock player opposit imranhataomulkbachao;#pmimrankhan #asifalizardari #hamzashehbaz, #nab #imranhataomulkbachao
0;shameonicc weather cannnot control invest cover ticket price truli shock like champion trophi last year would rather stack empti corpor seat stadium full excit fan 105 pound eng bangla;#shameonicc
0;say almost everyth say opposit argument fail sound like villag idiot idiottrump trumpthevillageidiot;#idiottrump #trumpthevillageidiot
0;rememb time brag sexual assault woman trumpisasexualpred trumpisamoron trumpisafraud trumpisatraitor trump2020 trump2020landslidebabi trump2020landslidevictori trumprussia trumpisatraitor trump;#trumpisasexualpredator #trumpisamoron #trumpisafraud #trumpisatraitor #trump2020 #trump2020landslidebaby #trump2020landslidevictory #trumprussia #trumpisatraitor #trump
0;putinpotu got anoth lovelett kim claim wonder relationship murder say remain hostag return dead return potuswithoutaclu;#putinpotus #loveletter #kim... #murderer. #remains #hostages #dead #potuswithoutaclue
0;showingoff girl work douchebag swan pond way uproot veget paz n love;#showingoff #girl #again #douchebag #swan #by #paz #love
0;armi duti play india must wear armyinsignia game suppo icc decis ask dhonikeepstheglov;#india #armyinsignia #dhonikeepstheglove
1;cop call america slaughter sodomit reprob let retir resist resisttrump fucktrump;#resist #resisttrump #fucktrump
1;fact fact trumpli trumplieseverytimehespeak trumpisatraitor;#trumplies #trumplieseverytimehespeaks #trumpisatraitor
1;gandinaaliabus unhappi modiji call name ask leav countrywari pathan first leav along owaisi find place live world everyon reject hypocrat like;#gandinaaliabuse...
1;disgust regardless immigr statu still peopl nokidsincag fucktrump;#nokidsincages #fucktrump
0;sicken see wicket keep glove hamper spi moral game indiawithdhoni balidaanbadg dhonikeepstheglov;#indiawithdhoni #balidaanbadge #dhonikeepstheglove
1;forget serv borisjohnson borisjohnsonshouldnotbepm;#borisjohnson #borisjohnsonshouldnotbepm
1;1 icc dhoni glove v 2icc plan world cup shameonicc;#shameonicc
0;took intern team dethron warrior cleveland could defeat gsw 5 yr run fucktrump fucktoronto;#fucktrump #fucktoronto
1;welcom twitter murder case anyon forgot 25 year ago oj simpson slaughter two innoc peopl one exwif circu trial found guilti found respons civil juri;#murderer.
0;better focu improv umpir standard dhoni glove dhonikeepstheglov;#dhonikeepstheglove
1;elect borisjohnson never vote borisjohnsonshouldnotbepm noshowbori;#borisjohnson #borisjohnsonshouldnotbepm #noshowboris
1;oh fuck done last 9 year trash uk economi dress kind success stori drain nh educ local author resourc line pocket wealthi friend nyour whole pay disgrac;No hashtags
1;doctor job well treat didi doctorsfightback savethedoctor;#doctorsfightback #savethedoctors
0;well done teamindia love forev keep proudofu indiavspakistan terroristnationpakistan;#teamindia #proudofu #indiavspakistan #terroristnationpakistan
0;london 1 death shoot one day 26 per year find disgrac seventeen student kill massacr parkland florida singl day 2018 11000 year u watch bloodonyourhand guncontrol murder;#bloodonyourhands #guncontrol #murderer
0;one clear winner cricket world cup rain given u consist perform remain undef shameonicc;#shameonicc
0;understand thing rapist religion care littl girl littl aasifa littl twinklethey must reward capit punish time awak yourselfa girl judg religion justicefoinkl;#rapist #aasifa #twinklethey #justicefoinkle
0;find real killer yet murder;#murderer
0;republican one aboion bill demand man pay child suppo least 50 medic bill pro life control woman georgia gop give rapist daddi right happyfathersday;#rapist #happyfathersday
1;trumpisatraitor cocainmitch help russia patriot american traitor cocainmitch block cybersecur legisl 2020 elect;#trumpisatraitor #cocainmitch #cocainmitch
0;dhonikeepstheglov complet suppo dhoni;#dhonikeepstheglove
0;ha 73 look old trump trumpisatraitor johnmccaindayjune14th;#trump #trumpisatraitor #johnmccaindayjune14th
0;analysi trump lie often wash hand resist resisttrump fucktrump;#resist #resisttrump #fucktrump
0;bori make last minut appear channel 4 debat borisjohnsonshouldnotbepm c4debat;#borisjohnsonshouldnotbepm #c4debate
0;trumpisatraitor long gone;#trumpisatraitor
0;rule symbol dedic man countri dhonikesaathdesh dhonikeepstheglov;#dhonikesaathdesh #dhonikeepstheglove
0;get much closer till sacrific poem poem write nighttim word word love life muse panicst cw thought ihb pshum ohyea fucktrump lmg isl palm south carolina;#poems #poem #writing #nighttime #words #word #love #life #muse #panicstation #cw #thoughts #ihb #pshum #ohyea #fucktrump #lmg
1;shameonicc cricket fan express frustrat record number worldcup2019 game get abandon due raincif cwc19 rainstopsmatch icccricketworldcup2019;#shameonicc: #worldcup2019 #raincife #cwc19 #rainstopsmatch #icccricketworldcup2019
0;trump say oval offic interview russia offer di 2020 oppon would exactli beforetak resist resisttrump fucktrump;#resist #resisttrump #fucktrump
0;doctorsfightback parent reaction doctor return home safe bengal;#doctorsfightback
0;cost day buy medic degre island mayb could call doctor douchebag;#douchebag
1;johnmccainday everyon melaniatisanoldplasticprostitut melaniatisnoobutisanoldho flagday johnmccaindayjune14 trumpisatraitor trumpisafraud melaniaho trumptantrum derangeddonald derangeddonni 25thamend fbrpay melania guess one care;#johnmccainday #melaniatisanoldplasticprostitute #melaniatisnoobutisanoldho #flagday #johnmccaindayjune14 #trumpisatraitor #trumpisafraud #melaniaho #trumptantrum #derangeddonald #derangeddonnie #25thamendment #fbrpay #melania
1;yet like rapist brockturn roam free;#rapist #brockturner
0;amidst glove controversi arriv day top team meet ye indvau today sunday cannot made better come india let u indvau indvsau indiawithdhoni dhoni dhonikeepstheglov dhonikeepbalidaanbadgeglov bleedblu;#indvaus #indvaus #indvsaus #indiawithdhoni #dhoni #dhonikeepstheglove #dhonikeepbalidaanbadgeglove #bleedblue
0;dhonikeeptheglov dhonikeepstheglov dhonikesaathdesh dhonivsicc;#dhonikeepthegloves #dhonikeepstheglove #dhonikesaathdesh #dhonivsicc
1;one hire amiright sarahhuckabeesand trumplieseverytimehespeak trumpisatraitor;#sarahhuckabeesanders #trumplieseverytimehespeaks #trumpisatraitor
0;hello stop wear armi symbol glove cannot stop fan indvau worldcup2019 dhoni dhoniatcwc19 dhonikeepstheglov india;#indvaus #worldcup2019 #dhoni #dhoniatcwc19 #dhonikeepstheglove #india
0;world leader consult one stood summer littl donald drumpf embark greatest adventur fucktrump notmypresid;#fucktrump #notmypresident
0;nanci sta impeach inquiri wrong place misde front america would show strength would loss stand truth pleas explaintrumpisatraitor;No hashtags
0;appar kakoli ghosh dastidar think drparibaha would surviv govern pay pay one threaten famili think power would need blackmail shame saveourdoctor doctorsfightback;#saveourdoctors #doctorsfightback
1;yesterday congress blood donat necessari blah blah blah today congress snub injustic doctor wb shame call nation opposit thuuuuuuu congress westbeng doctorsfightback doctorsprotest soniagandhi rahulgandhi priyankagandhi;#thuuuuuuu #congress #westbengal #doctorsfightback #doctorsprotest #soniagandhi #rahulgandhi #priyankagandhi
0;guy reconsid entir scenario m dhoni shall honour heroic act guy taken inappropri step without proper research mean badg dhonikeepstheglov;#dhonikeepstheglove
0;one one accid happen action limit rule book rapist hang judiciari fear hea rapist realli million dollar question eye open law maker judiciari;#rapist. #question
0;imranhataomulkbachao inshaallah suppo chairman everi protest awamdushman nalahiq niazi;#imranhataomulkbachao #awamdushman,
1;cwc19 shameonicc fantast plan creat fixtur england match look weather predict indvspak engvsafg venu differ day differ weather expectedicc directli hand trophi england dan playin like;#cwc19 #shameonicc #indvspak #engvsafg.
0;correct typo repost kindli retweetfollow caoon everyday dhonikesaathdesh dhonikeepstheglov balidaanbadg dhonikeeptheglov caoon iccworldcup2019 supershowdown indiawithdhoni icc thank point typo;#dhonikesaathdesh #dhonikeepstheglove #balidaanbadge #dhonikeeptheglove #caoon #iccworldcup2019 #supershowdown #indiawithdhoni #icc
1;chuch schumer douchebag;#douchebag
1;think entir gop use ghost trader reap million trump phoney tariff nonsens insiderump trumptraitor fucktrump trumpdeathcamp;#insiderumping #trumptraitor #fucktrump #trumpdeathcamps
1;wari appear tv ak47 background tri appear jihadi warrior gandinaaliabus;#gandinaaliabuse
0;if4england ash impoant worldcup2019then game play england england still looksuganda facil seem shameonicc cheat dfanssurprisingli engau washout sofar unfair advantag still gentleman game;#ashes #worldcup2019,then #shameonicc
1;traitorump doubl take foreign info would give fbi incorrect badli state trumpisatraitor voteblue2020;#traitorump #fbi #trumpisatraitor #voteblue2020
0;freedom speech impoant spokeswoman complet uneth trumpisatraitor johnmccainday johnmccainday johnmccainday johnmccainday johnmccaindayjune14th;#trumpisatraitor #johnmccainday #johnmccainday #johnmccainday #johnmccainday #johnmccaindayjune14th
0;depth bojo sink wish someon would blast scotland brave outsid resid everyday play bagpip scotland borisjohnson borisjohnsonshouldnotbepm;#scotland #borisjohnson #borisjohnsonshouldnotbepm
0;dear iccthi world cup gulli cricketpleas focu issu like poor umpir sledg playersinstead dhoni remov glove sign balidaan motto indian para forc dhonikeepstheglov westandwithdhoni;#dhonikeepstheglove #westandwithdhoni
